customer_code,customer_name,tax_code,address,province_id,customer_tier,is_active,source_email_file,source_message_id,source_so_number,created_at,updated_at
KH-00732,CÔNG TY TNHH THƯƠNG MẠI TÂN TIẾN,134338999,"phố Lý Viên, Xã Xuân Cẩm, Tỉnh Bắc Ninh Tel : 0386243665 Gồm 7 mặt hàng, 28 chiếc,",7,STANDARD,true,BH26_1154.eml,<177639809778.27.3210237798483116966@tantien.vn>,BH26.1154,2026-05-19T21:16:26,2026-05-19T21:16:26
KH-00733,DOANH NGHIỆP TW NAM TIẾN,107801583,"đường ĐH-HH40, phố Trung Sơn, Xã Hoằng Hóa, Thanh Hóa Tel : 0766929072 Gồm 12 mặt hàng, 30 chiếc,",55,STANDARD,true,BH26_1171.eml,<177639809785.27.18150415950089682994@namtien.vn>,BH26.1171,2026-05-19T21:16:30,2026-05-19T21:16:30
KH-00734,CỬA HÀNG XE ĐẠP AN PHÁT,205442570,"Thu Thuỷ, Xã Đa Phúc, Thành phố Hà Nội",1,STANDARD,true,BH26_1182.eml,<177639809810.27.17483031312731230050@anphat.vn>,BH26.1182,2026-05-19T21:16:31,2026-05-19T21:16:31
KH-00735,CỬA HÀNG XE ĐẠP PHÚC AN,271803000,"Phường Nghĩa Đô, TP Hà Nội Tel : 0371381468 Gồm 2 mặt hàng, 2 chiếc,",1,STANDARD,true,BH26_1199.eml,<177639809803.27.16962548969020776828@phucan.vn>,BH26.1199,2026-05-19T21:16:34,2026-05-19T21:16:34
KH-00736,CÔNG TY CỔ PHẦN KHẢI HOÀN,181472026,"30, Khu Phố 1, Phường Quế Võ, Bắc Ninh Tel : 0717552316 Gồm 8 mặt hàng, 15 chiếc,",7,STANDARD,true,BH26_1202.eml,<177639809823.27.8315829151595664606@khaihoan.vn>,BH26.1202,2026-05-19T21:16:34,2026-05-19T21:16:34
KH-00737,CÔNG TY CỔ PHẦN THƯƠNG MẠI VẠN LỢI,154644399,"phố 10, Xã Thượng Bằng La, Lào Cai Tel : 0979864963 Gồm 15 mặt hàng, 16 chiếc,",37,STANDARD,true,BH26_1213.eml,<177639809824.27.6545365259040685191@vanloi.vn>,BH26.1213,2026-05-19T21:16:37,2026-05-19T21:16:37
KH-00738,CỬA HÀNG XE ĐẠP VĨNH PHÁT,285695531,"đường Phùng Hưng, phố Bình Minh, Phường Hạc Thành, Thanh Hóa",55,STANDARD,true,BH26_1236.eml,<177639809834.27.5575852975390187923@vinhphat.vn>,BH26.1236,2026-05-19T21:16:41,2026-05-19T21:16:41
KH-00739,HỘ KINH DOANH KHẢI HOÀN,181517969,"Kim Đồng, Tổ dân phố 12, Phường Thục Phán, Tỉnh Cao Bằng Tel : 0384874654 Gồm 7 mặt hàng, 10 chiếc,",14,STANDARD,true,BH26_1241.eml,<177639809836.27.13886564552366323978@khaihoan.vn>,BH26.1241,2026-05-19T21:16:41,2026-05-19T21:16:41
KH-00740,CỬA HÀNG XE ĐẠP TOÀN THẮNG,249083602,"Thửa đất số 203-2, Khu đất dịch vụ Khu Đồng Mới, đường An Khánh, thôn An Thọ, Xã An Khánh, TP Hà Nội",1,STANDARD,true,BH26_1269.eml,<177639809848.27.2748369229262316450@toanthang.vn>,BH26.1269,2026-05-19T21:16:45,2026-05-19T21:16:45
KH-00741,HỘ KINH DOANH TÂY BẮC,266240517,"Phường Hạc Thành, Thanh Hóa Tel : 0951026733 Gồm 1 mặt hàng, 1 chiếc,",55,STANDARD,true,BH26_1291.eml,<177639809844.27.11538715695008290445@taybac.vn>,BH26.1291,2026-05-19T21:16:49,2026-05-19T21:16:49
KH-00742,CỬA HÀNG XE ĐẠP ĐÔNG NAM,219536572,"Xã An Khánh, TP Hà Nội",1,STANDARD,true,BH26_1304.eml,<177639809865.27.17470187216887182061@dongnam.vn>,BH26.1304,2026-05-19T21:16:50,2026-05-19T21:16:50
KH-00743,CỬA HÀNG XE ĐẠP AN PHÁT,201652734,"Xã Bắc Đông Hưng, Tỉnh Hưng Yên Tel : 0788181640 Gồm 24 mặt hàng, 64 chiếc,",31,STANDARD,true,BH26_1310.eml,<177639809868.27.11056565100377771285@anphat.vn>,BH26.1310,2026-05-19T21:16:51,2026-05-19T21:16:51
KH-00744,CÔNG TY CỔ PHẦN PHÚ THỊNH,106140765,"ngách 16/38 Đỗ Xuân Hợp, Phường Từ Liêm, TP Hà Nội Tel : 0312563267 Gồm 1 mặt hàng, 1 chiếc,",1,STANDARD,true,BH26_1332.eml,<177639809859.27.2138376059568132641@phuthinh.vn>,BH26.1332,2026-05-19T21:16:55,2026-05-19T21:16:55
KH-00745,CÔNG TY TNHH THƯƠNG MẠI HÙNG CƯỜNG,112681000,"tòa nhà Huệ Lộc, số 146 Nguyễn Sỹ Sách, Phường Trường Vinh, Nghệ An",40,STANDARD,true,BH26_1344.eml,<177639809886.27.12576996934815885659@hungcuong.vn>,BH26.1344,2026-05-19T21:16:57,2026-05-19T21:16:57
KH-00746,CÔNG TY TNHH THƯƠNG MẠI SÁN LẠP,138226428,"NV5.9, Liền Kề Hải Âu, khu đô thị mới Cầu Bươu, Phường Thanh Liệt, TP Hà Nội",1,STANDARD,true,BH26_1352.eml,<177639809887.27.9180340365413516663@sanlap.vn>,BH26.1352,2026-05-19T21:16:58,2026-05-19T21:16:58
KH-00747,DOANH NGHIỆP TW TÂY BẮC,291395090,"Phú Hậu, Xã Khánh Thiện, Ninh Bình",41,STANDARD,true,BH26_1363.eml,<177639809873.27.18092098536010909072@taybac.vn>,BH26.1363,2026-05-19T21:16:59,2026-05-19T21:16:59
KH-00748,DOANH NGHIỆP TW TÂN TIẾN,117578370,"Dược Thượng, Xã Sóc Sơn, Thành phố Hà Nội Tel : 0903168350 Gồm 6 mặt hàng, 20 chiếc,",1,STANDARD,true,BH26_1367.eml,<177639809875.27.7032473436982640239@tantien.vn>,BH26.1367,2026-05-19T21:17:00,2026-05-19T21:17:00
KH-00749,CÔNG TY CỔ PHẦN KHẢI HOÀN,148011336,"ngõ 10 đường Nguyễn Văn Huyên, Phường Cầu Giấy, TP Hà Nội",1,STANDARD,true,BH26_1377.eml,<177639809874.27.8724871781760171825@khaihoan.vn>,BH26.1377,2026-05-19T21:17:02,2026-05-19T21:17:02
KH-00750,CÔNG TY CỔ PHẦN ĐÔNG NAM,128269692,"Khu phố 3B, Phường Tam Hiệp, Đồng Nai",20,STANDARD,true,BH26_1397.eml,<177639809907.27.12448537196921393655@dongnam.vn>,BH26.1397,2026-05-19T21:17:04,2026-05-19T21:17:04
KH-00751,CÔNG TY CỔ PHẦN SÁN LẠP,105515579,"Lê Thánh Tông, khối phố An Mỹ, Phường Hội An Đông, TP Đà Nẵng",16,STANDARD,true,BH26_1398.eml,<177639809908.27.8564224302829285176@sanlap.vn>,BH26.1398,2026-05-19T21:17:05,2026-05-19T21:17:05
KH-00752,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,190430012,"Xã Đông Trạch, Quảng Trị Tel : 0777503050 Gồm 27 mặt hàng, 29 chiếc,",49,STANDARD,true,BH26_1414.eml,<177639809896.27.13937941478623017149@anphat.vn>,BH26.1414,2026-05-19T21:17:07,2026-05-19T21:17:07
KH-00753,CÔNG TY CỔ PHẦN XÂY DỰNG,165426283,"Xã Lương Sơn, Phú Thọ",43,STANDARD,true,BH26_1430.eml,<177639809921.27.15983142477556814541@xaydung.vn>,BH26.1430,2026-05-19T21:17:09,2026-05-19T21:17:09
KH-00754,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,129275207,"Xã Nghĩa Hiệp, Huyện Yên Mỹ, Tỉnh Hưng Yên, Việt Nam",31,STANDARD,true,BH26_1431.eml,<177639809924.27.8338028348171810476@namtien.vn>,BH26.1431,2026-05-19T21:17:09,2026-05-19T21:17:09
KH-00755,CỬA HÀNG XE ĐẠP SƠN HÀ,276926754,"D12b, D12c, Khu 4-Khu du lịch Bắc bán đảo Cam Ranh, Xã Cam Hải Đông, Huyện Cam Lâm, Tỉnh Khánh Hòa, Việt Nam",32,STANDARD,true,BH26_1432.eml,<177639809921.27.10862419153888286183@sonha.vn>,BH26.1432,2026-05-19T21:17:09,2026-05-19T21:17:09
KH-00756,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,186685502,"Thôn 3, Xã Phúc Thọ, TP Hà Nội",1,STANDARD,true,BH26_1439.eml,<177639809925.27.11346718513877664361@triduc.vn>,BH26.1439,2026-05-19T21:17:10,2026-05-19T21:17:10
KH-00757,HỘ KINH DOANH THUỶ TIÊN,284170064,"Nguyễn Đức Cảnh, Phường Tương Mai, Thành phố Hà Nội",1,STANDARD,true,BH26_1454.eml,<177639809914.27.4007918269374336316@thuytien.vn>,BH26.1454,2026-05-19T21:17:12,2026-05-19T21:17:12
KH-00758,HỘ KINH DOANH THANH BÌNH,108318409,"xã Minh Đức, Phường Việt Yên, Bắc Ninh",7,STANDARD,true,BH26_1460.eml,<177639809916.27.3912661719979865674@thanhbinh.vn>,BH26.1460,2026-05-19T21:17:13,2026-05-19T21:17:13
KH-00759,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,152649557,"153, Tổ dân phố Tân Phú, thị trấn Tân Yên, huyện Hàm Yên, Tuyên Quang",59,STANDARD,true,BH26_1502.eml,<177639809953.27.4244793448120700126@vietanh.vn>,BH26.1502,2026-05-19T21:17:20,2026-05-19T21:17:20
KH-00760,CÔNG TY CỔ PHẦN TÚ ANH,217284989,"đường Lê Duẩn, Xã Vĩnh Linh, Quảng Trị",49,STANDARD,true,BH26_1504.eml,<177639809958.27.1952830201854435457@tuanh.vn>,BH26.1504,2026-05-19T21:17:21,2026-05-19T21:17:21
KH-00761,CÔNG TY CỔ PHẦN ĐẠI DƯƠNG,258317170,"Liền kề 373, NO11, khu Cổng Đồng, đường Tố Hữu, TDP4, Phường Dương Nội, TP Hà Nội",1,STANDARD,true,BH26_1509.eml,<177639809956.27.7471527320524423320@daiduong.vn>,BH26.1509,2026-05-19T21:17:21,2026-05-19T21:17:21
KH-00762,CỬA HÀNG XE ĐẠP TRÍ ĐỨC,298355399,"đường Trường Chinh, Đồng Xuân, Phường Xuân Hòa, Tỉnh Phú Thọ",43,STANDARD,true,BH26_1532.eml,<177639809944.27.1283624516560997785@triduc.vn>,BH26.1532,2026-05-19T21:17:24,2026-05-19T21:17:24
KH-00763,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,156665092,"Đường Bà Triệu- Hàm Rồng, Phường Hàm Rồng, Thanh Hóa",55,STANDARD,true,BH26_1541.eml,<177639809970.27.14959697200689387867@xuanmai.vn>,BH26.1541,2026-05-19T21:17:25,2026-05-19T21:17:25
KH-00764,CÔNG TY CỔ PHẦN PHÚ THỊNH,170728269,"Phố Lý Bôn, Tổ 2 (ĐT), Phường Trần Hưng Đạo, Hưng Yên",31,STANDARD,true,BH26_1544.eml,<177639809971.27.11918941093639102363@phuthinh.vn>,BH26.1544,2026-05-19T21:17:26,2026-05-19T21:17:26
KH-00765,CỬA HÀNG XE ĐẠP XUÂN MAI,295320846,"Cụm công nghiệp vừa và nhỏ Từ Liêm, Bắc Từ Liêm, Hà Nội",1,STANDARD,true,BH26_1546.eml,<177639809973.27.9667358532004868689@xuanmai.vn>,BH26.1546,2026-05-19T21:17:26,2026-05-19T21:17:26
KH-00766,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,100185262,"đường Hoàng Liên Sơn, tổ 12, Phường Trung Tâm, Tỉnh Lào Cai",37,STANDARD,true,BH26_1586.eml,<177639809993.27.2957240683433009130@binhminh.vn>,BH26.1586,2026-05-19T21:17:30,2026-05-19T21:17:30
KH-00767,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,129752802,"Đường Lê Lợi, Phường Vĩnh Yên, Phú Thọ",43,STANDARD,true,BH26_1594.eml,<177639809996.27.4142009085404530415@phuthinh.vn>,BH26.1594,2026-05-19T21:17:31,2026-05-19T21:17:31
KH-00768,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,199270841,"Phan Chu Trinh, Phường Hương Trà, TP Đà Nẵng",16,STANDARD,true,BH26_1643.eml,<177639810047.27.3888728246601151576@namtien.vn>,BH26.1643,2026-05-19T21:17:36,2026-05-19T21:17:36
KH-00769,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,105486524,"Xã Hải Ninh, Tỉnh Quảng Ninh",48,STANDARD,true,BH26_1668.eml,<177639810040.27.15336453505509460312@chithanh.vn>,BH26.1668,2026-05-19T21:17:39,2026-05-19T21:17:39
KH-00770,CÔNG TY CỔ PHẦN MẶT TRỜI,254657777,"đường 32, Xã Hát Môn, TP Hà Nội",1,STANDARD,true,BH26_1693.eml,<177639810070.27.9036075859756674134@mattroi.vn>,BH26.1693,2026-05-19T21:17:42,2026-05-19T21:17:42
KH-00771,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,103570249,"Đường Hoàng Văn Thụ, Tổ 1, Phường Phan Đình Phùng, Thái Nguyên",54,STANDARD,true,BH26_1698.eml,<177639810063.27.5323761718392784021@dailoi.vn>,BH26.1698,2026-05-19T21:17:43,2026-05-19T21:17:43
KH-00772,CÔNG TY TNHH SƠN HÀ,273126905,"Xã Văn Chấn, Lào Cai",37,STANDARD,true,BH26_1715.eml,<177639810036.27.7577832435788021149@sonha.vn>,BH26.1715,2026-05-19T21:17:45,2026-05-19T21:17:45
KH-00773,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,168309745,"đường Trần Phú, tiểu khu 12, Xã Lương Sơn, Phú Thọ",43,STANDARD,true,BH26_1723.eml,<177639810014.27.11933208052646784115@hoabinh.vn>,BH26.1723,2026-05-19T21:17:46,2026-05-19T21:17:46
KH-00774,HỘ KINH DOANH HÙNG CƯỜNG,159481357,"Đường Nguyễn Trãi,Tổ dân phố 4, Xã Hương Sơn, Hà Tĩnh",25,STANDARD,true,BH26_1728.eml,<177639810016.27.17643918100410070640@hungcuong.vn>,BH26.1728,2026-05-19T21:17:47,2026-05-19T21:17:47
KH-00775,CÔNG TY TNHH TÂN TIẾN,230489371,"phố 5, Xã Hương Sơn, Hà Tĩnh",25,STANDARD,true,BH26_1730.eml,<177639810016.27.6776354670234153315@tantien.vn>,BH26.1730,2026-05-19T21:17:47,2026-05-19T21:17:47
KH-00776,DOANH NGHIỆP TW ĐẠI LỢI,112503853,"Phường Nam Định, Tỉnh Ninh Bình, Việt Nam Tel : 0360177881 Gồm 4 mặt hàng, 14 chiếc,",39,STANDARD,true,BH26_1734.eml,<177639810018.27.5419034027244139980@dailoi.vn>,BH26.1734,2026-05-19T21:17:48,2026-05-19T21:17:48
KH-00777,CÔNG TY TNHH THƯƠNG MẠI ĐẠI DƯƠNG,165727201,"Khu 2, Phường Nhị Chiểu, TP Hải Phòng",27,STANDARD,true,BH26_1753.eml,<177639810008.27.6245094630703468161@daiduong.vn>,BH26.1753,2026-05-19T21:17:50,2026-05-19T21:17:50
KH-00778,CỬA HÀNG XE ĐẠP CHI THÀNH,209820110,"khu Trới 10, Phường Hoành Bồ, Quảng Ninh, Việt Nam",48,STANDARD,true,BH26_1754.eml,<177639810014.27.15903648803469830367@chithanh.vn>,BH26.1754,2026-05-19T21:17:50,2026-05-19T21:17:50
KH-00779,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,135946534,"đường Hoàng Hoa Thám, Phường Đa Mai, Tỉnh Bắc Ninh",7,STANDARD,true,BH26_1756.eml,<177639810031.27.13088711762863250723@quangvinh.vn>,BH26.1756,2026-05-19T21:17:50,2026-05-19T21:17:50
KH-00780,CÔNG TY TNHH MINH PHƯƠNG,221310730,"đường Nguyễn Hữu Cảnh, Phường Quảng Phú, Thanh Hóa",55,STANDARD,true,BH26_1812.eml,<177639810109.27.8585022253727742930@minhphuong.vn>,BH26.1812,2026-05-19T21:17:58,2026-05-19T21:17:58
KH-00781,CÔNG TY TNHH LÊ ANH,219035027,"Xã Xuân Cẩm, Bắc Ninh Tel : 0980794404 Gồm 8 mặt hàng, 31 chiếc,",7,STANDARD,true,BH26_1813.eml,<177639810108.27.4359013198458341447@leanh.vn>,BH26.1813,2026-05-19T21:17:58,2026-05-19T21:17:58
KH-00782,DOANH NGHIỆP TW PHÚ THỊNH,151934754,"Khu B-Thị Trấn, Xã Sóc Sơn, Thành phố Hà Nội",1,STANDARD,true,BH26_1846.eml,<177639810119.27.4019569675446586105@phuthinh.vn>,BH26.1846,2026-05-19T21:18:11,2026-05-19T21:18:11
KH-00783,CÔNG TY TNHH LÊ ANH,211794626,"Xã Đồng Yên, Tỉnh Tuyên Quang",59,STANDARD,true,BH26_1864.eml,<177639810087.27.5308776971432448040@leanh.vn>,BH26.1864,2026-05-19T21:18:21,2026-05-19T21:18:21
KH-00784,CÔNG TY CỔ PHẦN ĐẠI LỢI,190956305,"Thị trấn Tứ Kỳ, xã Tứ Kỳ, TP Hải Phòng Tel : 0708748500 Gồm 16 mặt hàng, 40 chiếc,",27,STANDARD,true,BH26_1925.eml,<177639810128.27.14120796932609354586@dailoi.vn>,BH26.1925,2026-05-19T21:18:35,2026-05-19T21:18:35
KH-00785,CÔNG TY CỔ PHẦN CHI THÀNH,105000301,"Thửa đất số 153, tờ bản đồ số 14, Thôn Cao Dương, Xã Gia Lộc, TP Hải Phòng",27,STANDARD,true,BH26_1926.eml,<177639810126.27.13264942497280982149@chithanh.vn>,BH26.1926,2026-05-19T21:18:35,2026-05-19T21:18:35
KH-00786,CỬA HÀNG XE ĐẠP THIÊN AN,294263484,"Xã Trường Tân, TP Hải Phòng",27,STANDARD,true,BH26_1928.eml,<177639810125.27.15399740639608453593@thienan.vn>,BH26.1928,2026-05-19T21:18:35,2026-05-19T21:18:35
KH-00787,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,115095622,"LK 02-03, Nguyễn Khán, Tổ dân phố 7, Xã Nghi Xuân, Hà Tĩnh",25,STANDARD,true,BH26_1939.eml,<177639810134.27.7628839285698216413@dongnam.vn>,BH26.1939,2026-05-19T21:18:38,2026-05-19T21:18:38
KH-00788,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚC AN,178901920,"., Phường Phúc Yên, Phú Thọ",43,STANDARD,true,BH26_1982.eml,<177639810145.27.13914946117728203622@phucan.vn>,BH26.1982,2026-05-19T21:18:53,2026-05-19T21:18:53
