customer_code,frequency,recency,T,customer_name,region,province_name,total_revenue,prob_alive,predicted_orders_30d,is_new_dealer,segment,priority_score
KH-00420,5.0,8.0,10.0,CÔNG TY CỔ PHẦN QUANG VINH,Miền Trung,Đà Nẵng,226221063.0,0.917877241195695,1.6292782743578156,False,Likely to Buy,1.4955
KH-00383,5.0,10.0,11.0,HỘ KINH DOANH VẠN LỢI,Miền Bắc,Ninh Bình,325347710.0,0.9493455985040372,1.5645400336990358,False,Likely to Buy,1.4853
KH-00380,5.0,10.0,11.0,DOANH NGHIỆP TW HÙNG CƯỜNG,Miền Bắc,Ninh Bình,278525195.0,0.9493455985040372,1.5645400336990358,False,Likely to Buy,1.4853
KH-00366,5.0,10.0,11.0,HỘ KINH DOANH THIÊN AN,Miền Trung,Nghệ An,1197872615.0,0.9493455985040372,1.5645400336990358,False,Likely to Buy,1.4853
KH-00363,5.0,10.0,11.0,HỘ KINH DOANH ĐẠI LỢI,Miền Bắc,Hải Phòng,447715539.0,0.9493455985040372,1.5645400336990358,False,Likely to Buy,1.4853
KH-00353,5.0,10.0,11.0,CỬA HÀNG XE ĐẠP THANH BÌNH,Miền Bắc,Hà Nội,173454595.0,0.9493455985040372,1.5645400336990358,False,Likely to Buy,1.4853
KH-00562,4.0,9.0,9.0,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,Miền Bắc,Hà Nội,193513755.0,0.9566057972041678,1.4973998268946482,False,Likely to Buy,1.4324
KH-00492,4.0,9.0,9.0,HỘ KINH DOANH ĐÔNG NAM,Miền Trung,Thanh Hóa,207796438.0,0.9566057972041678,1.4973998268946482,False,Likely to Buy,1.4324
KH-00475,4.0,9.0,9.0,CỬA HÀNG XE ĐẠP THIÊN AN,Miền Bắc,Hưng Yên,164615977.0,0.9566057972041678,1.4973998268946482,False,Likely to Buy,1.4324
KH-00743,2.0,3.0,3.0,CỬA HÀNG XE ĐẠP AN PHÁT,Miền Bắc,Hưng Yên,162924301.0,0.9063176279847442,1.5439984657802213,True,New Dealer,1.3994
KH-00733,2.0,3.0,3.0,DOANH NGHIỆP TW NAM TIẾN,Miền Trung,Thanh Hóa,341330383.0,0.9063176279847442,1.5439984657802213,True,New Dealer,1.3994
KH-00506,4.0,8.0,9.0,CÔNG TY TNHH THANH BÌNH,Miền Bắc,Hà Nội,347995290.0,0.93700376381314,1.4667162564079395,False,Likely to Buy,1.3743
KH-00485,4.0,8.0,9.0,CÔNG TY CỔ PHẦN SÁN LẠP,Miền Bắc,Hà Nội,175703850.0,0.93700376381314,1.4667162564079395,False,Likely to Buy,1.3743
KH-00481,4.0,8.0,9.0,CÔNG TY CỔ PHẦN HOÀ BÌNH,Miền Bắc,Hà Nội,254003280.0,0.93700376381314,1.4667162564079395,False,Likely to Buy,1.3743
KH-00543,4.0,8.0,9.0,CÔNG TY CỔ PHẦN SƠN HÀ,Miền Bắc,Hà Nội,159188378.0,0.93700376381314,1.4667162564079395,False,Likely to Buy,1.3743
KH-00521,4.0,8.0,9.0,CỬA HÀNG XE ĐẠP KHẢI HOÀN,Miền Bắc,Ninh Bình,178848099.0,0.93700376381314,1.4667162564079395,False,Likely to Buy,1.3743
KH-00498,4.0,8.0,9.0,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,Miền Bắc,Hưng Yên,104852940.0,0.93700376381314,1.4667162564079395,False,Likely to Buy,1.3743
KH-00495,4.0,8.0,9.0,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,Miền Bắc,Hà Nội,195642181.0,0.93700376381314,1.4667162564079395,False,Likely to Buy,1.3743
KH-00423,5.0,7.0,10.0,DOANH NGHIỆP TW THIÊN AN,Miền Bắc,Bắc Giang,328373058.0,0.8679592717799675,1.5406713676617132,False,Likely to Buy,1.3372
KH-00402,5.0,7.0,10.0,CÔNG TY CỔ PHẦN ĐẠI LỢI,Miền Bắc,Hà Nội,589819711.0,0.8679592717799675,1.5406713676617132,False,Likely to Buy,1.3372
KH-00441,4.0,10.0,10.0,CỬA HÀNG XE ĐẠP NGỌC ANH,Miền Trung,Hà Tĩnh,166750707.0,0.9566057972041678,1.3819927870793747,False,Likely to Buy,1.322
KH-00569,4.0,7.0,9.0,CÔNG TY TNHH VẠN LỢI,Miền Trung,Thừa Thiên Huế,160361897.0,0.9061369451966723,1.4183996258918248,False,Likely to Buy,1.2853
KH-00556,4.0,7.0,9.0,DOANH NGHIỆP TW THIÊN AN,Miền Bắc,Hà Nội,136927734.0,0.9061369451966723,1.4183996258918248,False,Likely to Buy,1.2853
KH-00477,4.0,7.0,9.0,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Miền Bắc,Hà Nội,282323076.0,0.9061369451966723,1.4183996258918248,False,Likely to Buy,1.2853
KH-00513,4.0,7.0,9.0,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,Miền Bắc,Hà Nội,269630299.0,0.9061369451966723,1.4183996258918248,False,Likely to Buy,1.2853
KH-00646,3.0,7.0,7.0,DOANH NGHIỆP TW ĐẠI DƯƠNG,Miền Bắc,Hưng Yên,378394897.0,0.9406861186132327,1.3634274739384908,False,Likely to Buy,1.2826
KH-00630,3.0,7.0,7.0,CÔNG TY TNHH THƯƠNG MẠI ĐẠI DƯƠNG,Miền Bắc,Hà Nội,95338494.0,0.9406861186132327,1.3634274739384908,False,Likely to Buy,1.2826
KH-00665,3.0,7.0,7.0,CÔNG TY CỔ PHẦN TÂY BẮC,Miền Bắc,Hà Nội,169607468.0,0.9406861186132327,1.3634274739384908,False,Likely to Buy,1.2826
KH-00440,4.0,9.0,10.0,CÔNG TY TNHH THƯƠNG MẠI ĐÔNG NAM,Miền Bắc,Hà Nội,72046924.0,0.9388898817315384,1.356398893051931,False,Likely to Buy,1.2735
KH-00408,4.0,9.0,10.0,CÔNG TY CỔ PHẦN MINH PHƯƠNG,Miền Trung,Thanh Hóa,398277526.0,0.9388898817315384,1.356398893051931,False,Likely to Buy,1.2735
KH-00397,4.0,9.0,10.0,CÔNG TY CỔ PHẦN THUỶ TIÊN,Miền Bắc,Lào Cai,222227423.0,0.9388898817315384,1.356398893051931,False,Likely to Buy,1.2735
KH-00369,4.0,11.0,11.0,CÔNG TY TNHH VẠN LỢI,Miền Bắc,Hà Nội,146495417.0,0.9566057972041678,1.2831344000107938,False,Likely to Buy,1.2275
KH-00348,4.0,11.0,11.0,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,Miền Trung,Thanh Hóa,129348867.0,0.9566057972041678,1.2831344000107938,False,Likely to Buy,1.2275
KH-00378,4.0,11.0,11.0,CỬA HÀNG XE ĐẠP VĨNH PHÁT,Miền Bắc,Hà Nội,87374251.0,0.9566057972041678,1.2831344000107938,False,Likely to Buy,1.2275
KH-00706,2.0,4.0,4.0,CÔNG TY CỔ PHẦN THƯƠNG MẠI VẠN LỢI,Miền Bắc,Điện Biên,43484985.0,0.9063176279847442,1.3217186928379963,True,New Dealer,1.1979
KH-00382,4.0,10.0,11.0,CÔNG TY TNHH LÊ ANH,Miền Bắc,Ninh Bình,175731626.0,0.940447311324738,1.2614603633861132,False,Likely to Buy,1.1863
KH-00607,3.0,8.0,8.0,CÔNG TY TNHH TÚ ANH,Miền Trung,Nghệ An,186699971.0,0.9406861186132327,1.2391685495173392,False,Likely to Buy,1.1657
KH-00594,3.0,8.0,8.0,DOANH NGHIỆP TW LONG PHÚ,Miền Trung,Nghệ An,534719618.0,0.9406861186132327,1.2391685495173392,False,Likely to Buy,1.1657
KH-00553,4.0,6.0,9.0,CÔNG TY CỔ PHẦN SƠN HÀ,Miền Bắc,Hà Nội,380577401.0,0.8566559519553042,1.3409457457974872,False,Likely to Buy,1.1487
KH-00652,3.0,5.0,7.0,DOANH NGHIỆP TW XUÂN MAI,Miền Trung,Thanh Hóa,130260816.0,0.8784476643316523,1.273219255890085,False,Likely to Buy,1.1185
KH-00663,3.0,5.0,7.0,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,Miền Bắc,Hà Nội,89744983.0,0.8784476643316523,1.273219255890085,False,Likely to Buy,1.1185
KH-00709,2.0,3.0,4.0,HỘ KINH DOANH QUANG VINH,Miền Bắc,Ninh Bình,58194985.0,0.8677221197777788,1.2654333431089417,True,New Dealer,1.098
KH-00459,4.0,7.0,10.0,CÔNG TY CỔ PHẦN TOÀN THẮNG,Miền Bắc,Hà Nội,138483758.0,0.8706038928597054,1.2577472390945024,False,Likely to Buy,1.095
KH-00509,3.0,9.0,9.0,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,Miền Bắc,Bắc Ninh,181969858.0,0.9406861186132327,1.1357213826235146,False,Likely to Buy,1.0684
KH-00558,3.0,9.0,9.0,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Miền Bắc,Hà Nội,250549209.0,0.9406861186132327,1.1357213826235146,False,Likely to Buy,1.0684
KH-00494,3.0,9.0,9.0,HỘ KINH DOANH AN PHÁT,Miền Bắc,Hà Nội,266834193.0,0.9406861186132327,1.1357213826235146,False,Likely to Buy,1.0684
KH-00690,2.0,5.0,5.0,CỬA HÀNG XE ĐẠP NAM TIẾN,Miền Trung,Hà Tĩnh,190371252.0,0.9063176279847442,1.155666543850739,False,Likely to Buy,1.0474
KH-00347,4.0,8.0,11.0,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Miền Bắc,Vĩnh Phúc,274366693.0,0.8813206469575846,1.1821513551936877,False,Likely to Buy,1.0419
KH-00379,4.0,8.0,11.0,CÔNG TY TNHH MINH PHƯƠNG,Miền Bắc,Thái Nguyên,865554182.0,0.8813206469575846,1.1821513551936877,False,Likely to Buy,1.0419
KH-00571,3.0,8.0,9.0,CỬA HÀNG XE ĐẠP THUỶ TIÊN,Miền Bắc,Tuyên Quang,128870498.0,0.9212911583745361,1.1123052073208606,False,Likely to Buy,1.0248
KH-00559,3.0,8.0,9.0,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,Miền Trung,Thanh Hóa,133203860.0,0.9212911583745361,1.1123052073208606,False,Likely to Buy,1.0248
KH-00564,3.0,8.0,9.0,CỬA HÀNG XE ĐẠP SÁN LẠP,Miền Bắc,Thái Bình,386851008.0,0.9212911583745361,1.1123052073208606,False,Likely to Buy,1.0248
KH-00568,3.0,8.0,9.0,DOANH NGHIỆP TW NGỌC ANH,Miền Bắc,Hải Phòng,195475781.0,0.9212911583745361,1.1123052073208606,False,Likely to Buy,1.0248
KH-00563,3.0,8.0,9.0,HỘ KINH DOANH YÊN BÌNH,Miền Bắc,Hà Nội,321143241.0,0.9212911583745361,1.1123052073208606,False,Likely to Buy,1.0248
KH-00493,3.0,8.0,9.0,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Miền Bắc,Hải Phòng,114165432.0,0.9212911583745361,1.1123052073208606,False,Likely to Buy,1.0248
KH-00497,3.0,8.0,9.0,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Miền Bắc,Hưng Yên,175987173.0,0.9212911583745361,1.1123052073208606,False,Likely to Buy,1.0248
KH-00508,3.0,8.0,9.0,CÔNG TY CỔ PHẦN VĨNH PHÁT,Miền Bắc,Hải Phòng,179271426.0,0.9212911583745361,1.1123052073208606,False,Likely to Buy,1.0248
KH-00570,3.0,8.0,9.0,HỘ KINH DOANH TOÀN THẮNG,Miền Bắc,Hải Phòng,139695891.0,0.9212911583745361,1.1123052073208606,False,Likely to Buy,1.0248
KH-00557,3.0,8.0,9.0,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,Miền Bắc,Hà Nội,149525429.0,0.9212911583745361,1.1123052073208606,False,Likely to Buy,1.0248
KH-00547,3.0,8.0,9.0,DOANH NGHIỆP TW THANH BÌNH,Miền Trung,Quảng Ngãi,76849432.0,0.9212911583745361,1.1123052073208606,False,Likely to Buy,1.0248
KH-00510,3.0,8.0,9.0,CỬA HÀNG XE ĐẠP NGỌC ANH,Miền Bắc,Bắc Ninh,102576094.0,0.9212911583745361,1.1123052073208606,False,Likely to Buy,1.0248
KH-00523,3.0,8.0,9.0,HỘ KINH DOANH KHẢI HOÀN,Miền Bắc,Hà Nội,79443868.0,0.9212911583745361,1.1123052073208606,False,Likely to Buy,1.0248
KH-00549,3.0,8.0,9.0,CỬA HÀNG XE ĐẠP TÚ ANH,Miền Bắc,Phú Thọ,107020526.0,0.9212911583745361,1.1123052073208606,False,Likely to Buy,1.0248
KH-00091,14.0,58.0,58.0,CÔNG TY TNHH BÌNH MINH,Miền Bắc,Hà Nội,9556857990.0,0.9882208103185312,0.9986710489536552,False,Monitor High,0.9869
KH-00403,3.0,10.0,10.0,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Miền Trung,Thanh Hóa,192613940.0,0.9406861186132327,1.0482520268968336,False,Likely to Buy,0.9861
KH-00436,3.0,10.0,10.0,CÔNG TY TNHH XÂY DỰNG,Miền Bắc,Hưng Yên,122080615.0,0.9406861186132327,1.0482520268968336,False,Likely to Buy,0.9861
KH-00405,3.0,10.0,10.0,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Miền Trung,Thanh Hóa,293579367.0,0.9406861186132327,1.0482520268968336,False,Likely to Buy,0.9861
KH-00705,2.0,4.0,5.0,HỘ KINH DOANH ĐẠI DƯƠNG,Miền Bắc,Ninh Bình,173045528.0,0.873852509707715,1.1142695215746241,True,New Dealer,0.9737
KH-00545,3.0,7.0,9.0,CÔNG TY CỔ PHẦN AN PHÁT,Miền Bắc,Hòa Bình,140603678.0,0.893434887456391,1.0786734125107804,False,Likely to Buy,0.9637
KH-00006,15.0,63.0,64.0,CÔNG TY TNHH CHI THÀNH,Miền Nam,TP. Hồ Chí Minh,1290609765.0,0.9861854928025964,0.9704547273360505,False,Monitor High,0.957
KH-00437,3.0,9.0,10.0,DOANH NGHIỆP TW HÙNG CƯỜNG,Miền Bắc,Hưng Yên,73914149.0,0.9230863842433977,1.0286397918898762,False,Likely to Buy,0.9495
KH-00444,3.0,9.0,10.0,CÔNG TY TNHH THƯƠNG MẠI SÁN LẠP,Miền Bắc,Hà Nội,201254950.0,0.9230863842433977,1.0286397918898762,False,Likely to Buy,0.9495
KH-00434,3.0,9.0,10.0,HỘ KINH DOANH TRƯỜNG THỊNH,Miền Bắc,Hà Nội,145770880.0,0.9230863842433977,1.0286397918898762,False,Likely to Buy,0.9495
KH-00712,2.0,2.0,4.0,CÔNG TY TNHH THƯƠNG MẠI TRƯỜNG THỊNH,Miền Bắc,Hải Phòng,188229683.0,0.8048121771522385,1.1736892960264302,True,New Dealer,0.9446
KH-00374,4.0,7.0,11.0,CÔNG TY CỔ PHẦN XÂY DỰNG,Miền Bắc,Hưng Yên,356798116.0,0.82817350303153,1.1108629218252555,False,Likely to Buy,0.92
KH-00387,3.0,11.0,11.0,CÔNG TY CỔ PHẦN THANH BÌNH,Miền Bắc,Bắc Ninh,439316819.0,0.9406861186132327,0.9733180681354662,False,Monitor High,0.9156
KH-00365,3.0,11.0,11.0,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,Miền Bắc,Hà Nội,116741636.0,0.9406861186132327,0.9733180681354662,False,Monitor High,0.9156
KH-00356,3.0,11.0,11.0,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Miền Trung,Thanh Hóa,365927793.0,0.9406861186132327,0.9733180681354662,False,Monitor High,0.9156
KH-00430,3.0,8.0,10.0,CÔNG TY CỔ PHẦN BÌNH MINH,Miền Bắc,Hà Nội,109326647.0,0.8985571176715669,1.0013056440870782,False,Likely to Buy,0.8997
KH-00395,3.0,8.0,10.0,HỘ KINH DOANH TÂY BẮC,Miền Bắc,Bắc Ninh,134621259.0,0.8985571176715669,1.0013056440870782,False,Likely to Buy,0.8997
KH-00446,3.0,8.0,10.0,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,Miền Trung,Quảng Trị,101779766.0,0.8985571176715669,1.0013056440870782,False,Likely to Buy,0.8997
KH-00765,1.0,1.0,1.0,CỬA HÀNG XE ĐẠP XUÂN MAI,Miền Bắc,Hà Nội,190457740.0,0.7772468206416161,1.1525933704429594,True,New Dealer,0.8958
KH-00381,3.0,10.0,11.0,DOANH NGHIỆP TW TÚ ANH,Miền Bắc,Ninh Bình,87558680.0,0.9245787643598675,0.9566519575014845,False,Monitor High,0.8845
KH-00512,3.0,6.0,9.0,CÔNG TY TNHH ĐẠI DƯƠNG,Miền Bắc,Phú Thọ,155829412.0,0.8527197377366291,1.02951666913115,False,Likely to Buy,0.8779
KH-00476,3.0,6.0,9.0,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,Miền Bắc,Hưng Yên,265530196.0,0.8527197377366291,1.02951666913115,False,Likely to Buy,0.8779
KH-00502,3.0,6.0,9.0,CỬA HÀNG XE ĐẠP BÌNH MINH,Miền Bắc,Hà Nội,152198667.0,0.8527197377366291,1.02951666913115,False,Likely to Buy,0.8779
KH-00157,12.0,57.0,57.0,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Miền Bắc,Hà Nội,469600962.0,0.9862117076484329,0.8723502252779269,False,Monitor High,0.8603
KH-00024,13.0,63.0,63.0,CÔNG TY TNHH MINH PHƯƠNG,Miền Bắc,Ninh Bình,944989943.0,0.987295197017618,0.8580366703063427,False,Monitor High,0.8471
KH-00027,13.0,63.0,63.0,HỘ KINH DOANH ĐẠI DƯƠNG,Miền Bắc,Hà Nội,562112679.0,0.987295197017618,0.8580366703063427,False,Monitor High,0.8471
KH-00384,3.0,9.0,11.0,CỬA HÀNG XE ĐẠP PHÚC AN,Miền Bắc,Hải Phòng,142479975.0,0.9026940123991801,0.9340080340093403,False,Monitor High,0.8431
KH-00350,3.0,9.0,11.0,CÔNG TY TNHH BÌNH MINH,Miền Bắc,Hà Nội,240755876.0,0.9026940123991801,0.9340080340093403,False,Monitor High,0.8431
KH-00360,3.0,9.0,11.0,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Miền Trung,Thanh Hóa,290109744.0,0.9026940123991801,0.9340080340093403,False,Monitor High,0.8431
KH-00357,3.0,9.0,11.0,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Miền Trung,Thanh Hóa,152332645.0,0.9026940123991801,0.9340080340093403,False,Monitor High,0.8431
KH-00667,2.0,7.0,7.0,CÔNG TY CỔ PHẦN MINH PHƯƠNG,Miền Trung,Đà Nẵng,117844978.0,0.9063176279847442,0.9239499946253529,False,Monitor High,0.8374
KH-00634,2.0,6.0,7.0,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Miền Bắc,Hà Nội,92509796.0,0.8816967935532334,0.8988501630229943,False,Monitor High,0.7925
KH-00649,2.0,6.0,7.0,CÔNG TY CỔ PHẦN ĐÔNG NAM,Miền Bắc,Hà Nội,105540528.0,0.8816967935532334,0.8988501630229943,False,Monitor High,0.7925
KH-00653,2.0,6.0,7.0,HỘ KINH DOANH SƠN HÀ,Miền Bắc,Hà Nội,68397943.0,0.8816967935532334,0.8988501630229943,False,Monitor High,0.7925
KH-00650,2.0,6.0,7.0,DOANH NGHIỆP TW HOÀ BÌNH,Miền Bắc,Bắc Ninh,195312637.0,0.8816967935532334,0.8988501630229943,False,Monitor High,0.7925
KH-00629,2.0,6.0,7.0,CÔNG TY TNHH ĐÔNG NAM,Miền Bắc,Ninh Bình,87491084.0,0.8816967935532334,0.8988501630229943,False,Monitor High,0.7925
KH-00668,2.0,6.0,7.0,CỬA HÀNG XE ĐẠP AN PHÁT,Miền Bắc,Hải Phòng,90043875.0,0.8816967935532334,0.8988501630229943,False,Monitor High,0.7925
KH-00674,2.0,6.0,7.0,CỬA HÀNG XE ĐẠP TÚ ANH,Miền Bắc,Hà Nội,151303587.0,0.8816967935532334,0.8988501630229943,False,Monitor High,0.7925
KH-00346,3.0,8.0,11.0,DOANH NGHIỆP TW TRƯỜNG THỊNH,Miền Bắc,Phú Thọ,658180854.0,0.8725590913028667,0.9028277469778722,False,Monitor High,0.7878
KH-00662,2.0,5.0,7.0,DOANH NGHIỆP TW ĐẠI DƯƠNG,Miền Bắc,Hà Nội,105613306.0,0.8475673666934538,0.8640567497758336,False,Monitor High,0.7323
KH-00671,2.0,5.0,7.0,HỘ KINH DOANH VIỆT ANH,Miền Bắc,Hà Nội,158220697.0,0.8475673666934538,0.8640567497758336,False,Monitor High,0.7323
KH-00631,2.0,5.0,7.0,CÔNG TY TNHH VIỆT ANH,Miền Bắc,Hà Nội,158931990.0,0.8475673666934538,0.8640567497758336,False,Monitor High,0.7323
KH-00639,2.0,5.0,7.0,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,Miền Trung,Thanh Hóa,132479689.0,0.8475673666934538,0.8640567497758336,False,Monitor High,0.7323
KH-00761,1.0,2.0,2.0,CÔNG TY CỔ PHẦN ĐẠI DƯƠNG,Miền Bắc,Hà Nội,91045906.0,0.7772468206416161,0.9188294578216043,True,New Dealer,0.7142
KH-00702,2.0,2.0,5.0,CỬA HÀNG XE ĐẠP YÊN BÌNH,Miền Bắc,Ninh Bình,184304216.0,0.746990736374218,0.9525051438243043,False,Monitor High,0.7115
KH-00019,11.0,63.0,64.0,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,Miền Nam,TP. Hồ Chí Minh,4483061201.0,0.9821456694332885,0.7151654361486656,False,Monitor High,0.7024
KH-00471,2.0,9.0,9.0,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Miền Trung,Hà Tĩnh,141174398.0,0.9063176279847442,0.7698415129892636,False,Monitor High,0.6977
KH-00526,2.0,9.0,9.0,CÔNG TY CỔ PHẦN NAM TIẾN,Miền Bắc,Hưng Yên,102654237.0,0.9063176279847442,0.7698415129892636,False,Monitor High,0.6977
KH-00587,2.0,9.0,9.0,DOANH NGHIỆP TW AN PHÁT,Miền Bắc,Hà Nội,158963114.0,0.9063176279847442,0.7698415129892636,False,Monitor High,0.6977
KH-00469,2.0,9.0,9.0,CỬA HÀNG XE ĐẠP HOÀ BÌNH,Miền Trung,Nghệ An,140110157.0,0.9063176279847442,0.7698415129892636,False,Monitor High,0.6977
KH-00615,2.0,6.0,8.0,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Miền Bắc,Hải Phòng,103794046.0,0.8548861105008305,0.7922012476181358,False,Monitor High,0.6772
KH-00465,2.0,8.0,9.0,CÔNG TY CỔ PHẦN KHẢI HOÀN,Miền Bắc,Quảng Ninh,84908131.0,0.8864963427714377,0.7530049782835077,False,Monitor High,0.6675
KH-00470,2.0,8.0,9.0,CÔNG TY CỔ PHẦN VĨNH PHÁT,Miền Trung,Nghệ An,95306648.0,0.8864963427714377,0.7530049782835077,False,Monitor High,0.6675
